"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","Office Region"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG436","Higher Executive Officer (HEO) - London","33210","38300","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG439","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG426","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG426","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG335","Higher Executive Officer (HEO) - London","33210","38300","Communications Manager","1.00","Communications","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG335","Higher Executive Officer (HEO) - London","33210","38300","Communications Manager","1.00","Communications","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG335","Higher Executive Officer (HEO) - London","33210","38300","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG335","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG335","Higher Executive Officer (HEO) - London","33210","38300","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG335","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG335","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG335","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG335","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG426","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG335","Higher Executive Officer (HEO) - London","33210","38300","Project Delivery Manager","1.00","Project Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG426","Higher Executive Officer (HEO) - London","33210","38300","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG426","Higher Executive Officer (HEO) - London","33210","38300","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG426","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG439","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG271","Higher Executive Officer (HEO) - London","33210","38300","Planning Manager","1.00","Planning","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG271","Higher Executive Officer (HEO) - London","33210","38300","Planning Manager","1.00","Planning","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG271","Higher Executive Officer (HEO) - London","33210","38300","Planning Manager","1.00","Planning","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG271","Higher Executive Officer (HEO) - London","33210","38300","Planning Manager","1.00","Planning","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG271","Higher Executive Officer (HEO) - London","33210","38300","Planning Manager","1.00","Planning","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG271","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG339","Higher Executive Officer (HEO) - London","33210","38300","Digital, Data and Technology Manager","1.00","Digital, Data and Technology","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG380","Higher Executive Officer (HEO) - London","33210","38300","Digital, Data and Technology Manager","1.00","Digital, Data and Technology","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG380","Higher Executive Officer (HEO) - London","33210","38300","Digital, Data and Technology Manager","0.80","Digital, Data and Technology","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG380","Higher Executive Officer (HEO) - London","33210","38300","Digital, Data and Technology Manager","1.00","Digital, Data and Technology","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG380","Higher Executive Officer (HEO) - London","33210","38300","Digital, Data and Technology Manager","1.00","Digital, Data and Technology","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG380","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG339","Higher Executive Officer (HEO) - London","33210","38300","Project Delivery Manager","1.00","Project Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG391","Higher Executive Officer (HEO) - London","33210","38300","Planning Manager","1.00","Planning","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG252","Higher Executive Officer (HEO) - London","33210","38300","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG391","Higher Executive Officer (HEO) - London","33210","38300","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG252","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG252","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG329","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG252","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG252","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG385","Higher Executive Officer (HEO) - London","33210","38300","Communications Manager","1.00","Communications","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG386","Higher Executive Officer (HEO) - London","33210","38300","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG385","Higher Executive Officer (HEO) - London","33210","38300","Communications Manager","1.00","Communications","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG385","Higher Executive Officer (HEO) - London","33210","38300","Communications Manager","1.00","Communications","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG375","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG375","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG375","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG375","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","0.80","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG375","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG375","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG386","Higher Executive Officer (HEO) - London","33210","38300","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG386","Higher Executive Officer (HEO) - London","33210","38300","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG386","Higher Executive Officer (HEO) - London","33210","38300","Operational Delivery Manager","0.65","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG463","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG385","Higher Executive Officer (HEO) - London","33210","38300","Communications Manager","1.00","Communications","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG463","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG386","Higher Executive Officer (HEO) - London","33210","38300","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG386","Higher Executive Officer (HEO) - London","33210","38300","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG473","Senior Executive Officer (SEO) - London","39598","46117","Project Delivery Manager","1.00","Project Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Stronger Places","CLG236","Senior Executive Officer (SEO) - London","39598","46117","Policy Manager","0.58","Policy","London"
